,academic_year,inst_name,city,state,zipcode,sector
58887,2012,Aesthetics Institute of Cosmetology,Gaithersburg,MD,20877,9
68090,2012,Agnes Scott College,Decatur,GA,30030-3797,2
35524,2012,Aiken Technical College,Graniteville,SC,29829,4
13269,2012,Ailano School of Cosmetology,Brockton,MA,02301-5734,9
72093,2012,Aims Community College,Greeley,CO,80632,4
42876,2012,Akron School of Practical Nursing,Akron,OH,44320-1736,7
79340,2012,Alabama A & M University,Normal,AL,35762,1
81754,2012,Alabama Southern Community College,Monroeville,AL,36460,4
79288,2012,Alabama State University,Montgomery,AL,36104-0271,1
43394,2012,Alamance Community College,Graham,NC,27253-8000,4
76846,2012,Alameda Beauty College,Alameda,CA,94501,9
78613,2012,Alaska Pacific University,Anchorage,AK,99508,2
14013,2012,Albany BOCES-Adult Practical Nursing Program,Albany,NY,12205,7
48632,2012,Albany Law School,Albany,NY,12208,2
48619,2012,Albany Medical College,Albany,NY,12208-3479,2
68024,2012,Albany State University,Albany,GA,31705,1
68050,2012,Albany Technical College,Albany,GA,31701,4
71215,2012,Albertus Magnus College,New Haven,CT,06511-1189,2
56112,2012,Albion College,Albion,MI,49224,2
38878,2012,Albright College,Reading,PA,19612-5234,2
53603,2012,Alcorn State University,Alcorn State,MS,39096-7500,1
27420,2012,Alderson Broaddus College,Philippi,WV,26416-2035,2
51042,2012,Alegent Health School of Radiologic Technology,Omaha,NE,68124,5
22071,2012,Alexandria School of Scientific Therapeutics,Alexandria,IN,46001-0287,9
81494,2012,Alfred University,Alfred,NY,14802-1205,2
18316,2012,Alhambra Beauty College,Alhambra,CA,91801,9
60852,2012,Alice Lloyd College,Pippa Passes,KY,41844,2
76827,2012,Allan Hancock College,Santa Maria,CA,93454-6399,4
58874,2012,Allegany College of Maryland,Cumberland,MD,21502-2596,4
38852,2012,Allegheny College,Meadville,PA,16335-3902,2
42849,2012,Allegheny Wesleyan College,Salem,OH,44460-9598,2
62702,2012,Allen College,Waterloo,IA,50703-1999,2
61725,2012,Allen County Community College,Iola,KS,66749,4
48606,2012,Allen School-Brooklyn,Brooklyn,NY,11201,9
14836,2012,Allen School-Jamaica,Jamaica,NY,11432,9
35511,2012,Allen University,Columbia,SC,29204,2
56073,2012,Alma College,Alma,MI,48801-1599,2
56060,2012,Alpena Community College,Alpena,MI,49707,4
22603,2012,Altamaha Technical College,Jesup,GA,31545,4
38813,2012,Altoona Beauty School Inc,Altoona,PA,16602-6039,9
26871,2012,Alverno College,Milwaukee,WI,53234-3922,2
32849,2012,Alvin Community College,Alvin,TX,77511-4898,4
81481,2012,Amarillo College,Amarillo,TX,79109,4
32836,2012,Amberton University,Garland,TX,75041-5595,2
66298,2012,American Academy of Art,Chicago,IL,60604-4302,3
34278,2012,American Baptist College,Nashville,TN,37207-9980,2
76801,2012,American Baptist Seminary of the West,Berkeley,CA,94704-3029,2
10166,2012,American Beauty Academy,Wheaton,MD,20902-1911,9
22855,2012,American Beauty Institute,McAlester,OK,74501,9
11123,2012,American College of Acupuncture and Oriental Med,Houston,TX,77063-4104,3
51865,2012,American College of Hair Design Inc,Sedalia,MO,65301,9
62623,2012,American College of Hairstyling-Cedar Rapids,Cedar Rapids,IA,52402,6
62327,2012,American College of Hairstyling-Des Moines,Des Moines,IA,50309,6
10695,2012,American College of Traditional Chinese Medicine,San Francisco,CA,94107,2
38784,2012,American College,Bryn Mawr,PA,19010-2196,2
76747,2012,American Conservatory Theater,San Francisco,CA,94108-5834,2
25701,2012,American Educational College,Bayamon,PR,961,9
76788,2012,American Film Institute Conservatory,Los Angeles,CA,90027-1625,2
78476,2012,American Indian College of the Assemblies of God Inc,Phoenix,AZ,85021,2
78463,2012,American Institute of Technology,Phoenix,AZ,85043-4729,9
57964,2012,American International College,Springfield,MA,1109,2
48537,2012,American Musical and Dramatic Academy,New York,NY,10023,2
80604,2012,American River College,Sacramento,CA,95841-4286,4
25786,2012,American Samoa Community College,Pago Pago,AS,96799-2609,4
60010,2012,American School of Business,Shreveport,LA,71105-5646,9
41854,2012,American School of Technology,Columbus,OH,43229,9
80773,2012,American University of Puerto Rico,Bayamon,PR,00960-2037,2
70276,2012,American University,Washington,DC,20016-8001,2
57947,2012,Amherst College,Amherst,MA,01002-5000,2
63947,2012,Ancilla College,Donaldson,IN,46513-0001,5
63933,2012,Anderson University,Anderson,IN,46012-3495,2
35498,2012,Anderson University,Anderson,SC,29621-4035,2
57934,2012,Andover Newton Theological School,Newton Centre,MA,02459-2243,2
68000,2012,Andrew College,Cuthbert,GA,39840-5550,5
56037,2012,Andrews University,Berrien Springs,MI,49104,2
32745,2012,Angelina College,Lufkin,TX,75902-1768,4
32732,2012,Angelo State University,San Angelo,TX,76909,1
57921,2012,Anna Maria College,Paxton,MA,01612-1198,2
58861,2012,Anne Arundel Community College,Arnold,MD,21012-1895,4
54638,2012,Anoka Technical College,Anoka,MN,55303,4
76706,2012,Antelope Valley College,Lancaster,CA,93536-5426,4
38771,2012,Antonelli Institute,Erdenheim,PA,19038-8242,6
24178,2012,Antonelli Medical and Professional Institute,Pottstown,PA,19464,9
63920,2012,Apex Academy of Hair Design Inc,Anderson,IN,46016-1158,9
48524,2012,Apex Technical School,New York,NY,10011,9
42828,2012,Apollo Career Center,Lima,OH,45806-1497,7
54625,2012,Apostolic Bible Institute Inc,Saint Paul,MN,55128-7021,2
27407,2012,Appalachian Beauty School,South Williamson,KY,41503,6
9892,2012,Appalachian School of Law,Grundy,VA,24614-2825,2
44859,2012,Appalachian State University,Boone,NC,28608,1
56021,2012,Aquinas College,Grand Rapids,MI,49506-1799,2
34265,2012,Aquinas College,Nashville,TN,37205,2
53029,2012,Aquinas Institute of Theology,Saint Louis,MO,63108-3323,2
72072,2012,Arapahoe Community College,Littleton,CO,80160-9002,4
38655,2012,Arcadia University,Glenside,PA,19038-3295,2
23656,2012,Arizona Academy of Beauty-North,Tucson,AZ,85705,9
12614,2012,Arizona Board of Regents,Phoenix,AZ,85004,0
12457,2012,Arizona College of Allied Health,Glendale,AZ,85302,6
78418,2012,Arizona Western College,Yuma,AZ,85365-8834,4
77744,2012,Arkansas Baptist College,Little Rock,AR,72202-6099,2
21540,2012,Arkansas Beauty School,Conway,AR,72032,9
77731,2012,Arkansas Beauty School,Little Rock,AR,72209,9
77696,2012,Arkansas College of Barbering and Hair Design,North Little Rock,AR,72114,9
77266,2012,Arkansas Northeastern College,Blytheville,AR,72316-1109,4
82170,2012,Arkansas State University-Beebe,Beebe,AR,72012-1000,4
12693,2012,Arkansas State University-Mountain Home,Mountain Home,AR,72653,4
77641,2012,Arkansas Tech University,Russellville,AR,72801-2222,1
32719,2012,Arlington Baptist College,Arlington,TX,76012-3425,2
32706,2012,Arlington Career Institute,Grand Prairie,TX,75050,6
11097,2012,Arlington Medical Institute,Arlington,TX,76006-2317,9
67987,2012,Armstrong Atlantic State University,Savannah,GA,31419-1997,1
34252,2012,Arnolds Beauty School,Milan,TN,38358,9
84002,2012,Arnot Ogden Medical Center,Elmira,NY,14905-1676,5
42815,2012,Art Academy of Cincinnati,Cincinnati,OH,45202-1706,2
76681,2012,Art Center College of Design,Pasadena,CA,91103,2
77683,2012,Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,72901-3342,9
82183,2012,Arthur's Beauty College Inc,Jacksonville,AR,72076,9
15236,2012,Artistic Academy of Hair Design,Morris Plains,NJ,7950,9
80708,2012,Asbury Theological Seminary,Wilmore,KY,40390-1199,2
62087,2012,Ashford University,Clinton,IA,52733-2967,3
42782,2012,Ashland University,Ashland,OH,44805,2
18276,2012,Asian American International Beauty College,Westminster,CA,92683,9
11341,2012,Askins Vo-Tech,Fort Smith,AR,72908,9
71189,2012,Asnuntuck Community College,Enfield,CT,6082,4
53016,2012,Assemblies of God Theological Seminary,Springfield,MO,65802-2131,2
48511,2012,Associated Beth Rivkah Schools,Brooklyn,NY,11225,5
50225,2012,Assumption College for Sisters,Mendham,NJ,07945-2923,5
57898,2012,Assumption College,Worcester,MA,01609-1296,2
42756,2012,Athenaeum of Ohio,Cincinnati,OH,45230-2091,2
79242,2012,Athens State University,Athens,AL,35611,1
24723,2012,Athens Technical College,Athens,GA,30601,4
67911,2012,Atlanta Metropolitan College,Atlanta,GA,30310-4498,4
67888,2012,Atlanta School of Massage,Atlanta,GA,30338,9
67948,2012,Atlanta Technical College,Atlanta,GA,30310-4446,4
50212,2012,Atlantic Cape Community College,Mays Landing,NJ,08330-2699,4
70039,2012,Atlantic Technical Center,Coconut Creek,FL,33063-3902,4
57885,2012,Atlantic Union College,South Lancaster,MA,01561-1000,2
42743,2012,Auburn Career Center,Concord Twp,OH,44077,7
54606,2012,Augsburg College,Minneapolis,MN,55454,2
14513,2012,Augusta Area Dietetic Internship-University Hospital,Augusta,GA,30901-2629,2
67846,2012,Augusta State University,Augusta,GA,30904-2200,1
67862,2012,Augusta Technical College,Augusta,GA,30906,4
66238,2012,Augustana College,Rock Island,IL,61201-2296,2
34647,2012,Augustana College,Sioux Falls,SD,57197-0001,2
66225,2012,Aurora University,Aurora,IL,60506-4892,2
32680,2012,Austin College,Sherman,TX,75090-4400,2
24518,2012,Austin Graduate School of Theology,Austin,TX,78752,2
34226,2012,Austin Peay State University,Clarksville,TN,37044,1
32654,2012,Austin Presbyterian Theological Seminary,Austin,TX,78705-5797,2
48492,2012,Austin's School of Spa Technology,Albany,NY,12206-1513,9
38700,2012,Automotive Training Center,Exton,PA,19341-1310,6
22936,2012,Autry Technology Center,Enid,OK,73703-2506,4
18260,2012,Avance Beauty College,San Diego,CA,92154,9
83320,2012,Aveda Institute-Covington,Covington,LA,70433,9
34539,2012,Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,SD,57117-5045,5
34419,2012,Avera Sacred Heart Hospital,Yankton,SD,57078-3899,5
29691,2012,Averett University,Danville,VA,24541,2
24149,2012,Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,19114-1018,6
53003,2012,Avila University,Kansas City,MO,64145-1698,2
83403,2012,Award Beauty School,Hagerstown,MD,21740-5610,9
76645,2012,Azusa Pacific University,Azusa,CA,91702-7000,2
27381,2012,B M Spurr School of Practical Nursing,Glen Dale,WV,26038,8
57872,2012,Babson College,Wellesley,MA,02457-0310,2
40477,2012,Bacone College,Muskogee,OK,74403-1597,2
67833,2012,Bainbridge College,Bainbridge,GA,39819,4
71176,2012,Bais Binyomin Academy,Stamford,CT,6901,2
24884,2012,Bais Medrash Elyon,Monsey,NY,10952,2
83510,2012,Baker College of Flint,Flint,MI,48507-5508,2
81286,2012,Bakersfield College,Bakersfield,CA,93305-1299,4
42717,2012,Baldwin-Wallace College,Berea,OH,44017-2088,2
63898,2012,Ball State University,Muncie,IN,47306,1
58821,2012,Baltimore City Community College,Baltimore,MD,21215-7893,4
58795,2012,Baltimore International College,Baltimore,MD,21202-3230,2
87334,2012,Baltimore School of Massage,Linthicum,MD,21090,9
58834,2012,Baltimore Studio of Hair Design,Baltimore,MD,21201-3444,9
57859,2012,Bancroft School of Massage Therapy,Worcester,MA,1604,9
48479,2012,Bank Street College of Education,New York,NY,10025,2
52977,2012,Baptist Bible College and Graduate School,Springfield,MO,65803-3498,2
38687,2012,Baptist Bible College and Seminary,Clarks Summit,PA,18411-1250,2
34213,2012,Baptist Memorial College of Health Sciences,Memphis,TN,38104,2
32617,2012,Baptist Missionary Association Theological Seminary,Jacksonville,TX,75766-5407,2
22433,2012,Baptist Theological Seminary at Richmond,Richmond,VA,23227-4536,2
85152,2012,Bar Palma Beauty Careers Academy,Roanoke,VA,24014,9
61443,2012,Barclay College,Haviland,KS,67059-0288,2
48463,2012,Bard College,Annandale-On-Hudson,NY,12504-5000,2
48450,2012,Barnard College,New York,NY,10027-6598,2
60826,2012,Barrett and Company School of Hair Design,Nicholasville,KY,40356-2152,6
80506,2012,Barry University,Miami,FL,33161-6695,2
76623,2012,Barstow Community College,Barstow,CA,92311,4
44828,2012,Barton College,Wilson,NC,27893-7000,2
61696,2012,Barton County Community College,Great Bend,KS,67530,4
27952,2012,Bastyr University,Kenmore,WA,98028-4966,2
59168,2012,Bates College,Lewiston,ME,4240,2
27933,2012,Bates Technical College,Tacoma,WA,98405,4
21243,2012,Baton Rouge College,Baton Rouge,LA,70806,6
8538,2012,Baton Rouge Community College,Baton Rouge,LA,70806,4
59956,2012,Baton Rouge General Medical Center-Radiologic Technology,Baton Rouge,LA,70806,5
59943,2012,Baton Rouge School of Computers,Baton Rouge,LA,70809,6
67820,2012,Bauder College,Atlanta,GA,30313,3
20036,2012,Bay Mills Community College,Brimley,MI,49715,4
57833,2012,Bay Path College,Longmeadow,MA,1106,2
57820,2012,Bay State College,Boston,MA,2116,3
57807,2012,Bay State School of Technology,Canton,MA,02021-2358,9
56008,2012,Bay de Noc Community College,Escanaba,MI,49829-2511,4
32587,2012,Baylor College of Medicine,Houston,TX,77030-3498,2
32574,2012,Baylor University,Waco,TX,76798,2
55995,2012,Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708-5614,9
59155,2012,Beal College,Bangor,ME,4401,6
39664,2012,Beau Monde College of Hair Design,Portland,OR,97205,6
44805,2012,Beaufort County Community College,Washington,NC,27889,4
67807,2012,Beauty College of America,Forest Park,GA,30297-1443,9
85981,2012,Beauty School of Middletown,Middletown,NY,10940,9
40192,2012,Beauty Technical College Inc,Tahlequah,OK,74465,9
36673,2012,Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,9
14447,2012,Beck Area Career Center-Red Bud,Red Bud,IL,62278,7
83442,2012,Becker College,Worcester,MA,01609-2165,2
16596,2012,Beckley Beauty Academy,Beckley,WV,25801,6
72059,2012,Bel-Rea Institute of Animal Technology,Denver,CO,80247,6
23122,2012,Bell Mar Beauty College,Cicero,IL,60804,9
60813,2012,Bellarmine University,Louisville,KY,40205-0671,2
51200,2012,Bellevue University,Bellevue,NE,68005-3098,2
28298,2012,Bellingham Beauty School,Bellingham,WA,98226-5515,6
28285,2012,Bellingham Technical College,Bellingham,WA,98225-1599,4
44792,2012,Belmont Abbey College,Belmont,NC,28012-1802,2
42695,2012,Belmont Technical College,Saint Clairsville,OH,43950,4
34197,2012,Belmont University,Nashville,TN,37212-3757,2
26813,2012,Beloit College,Beloit,WI,53511-5595,2
54580,2012,Bemidji State University,Bemidji,MN,56601,1
27355,2012,Ben Franklin Career Center,Dunbar,WV,25064,4
35453,2012,Benedict College,Columbia,SC,29204-1086,2
61683,2012,Benedictine College,Atchison,KS,66002-1499,2
65526,2012,Benedictine University,Lisle,IL,60532-0900,2
68400,2012,Benes International School of Beauty,New Port Richey,FL,34652,9
57296,2012,Benjamin Franklin Institute of Technology,Boston,MA,2116,2
44779,2012,Bennett College for Women,Greensboro,NC,27401-3239,2
29917,2012,Bennington College,Bennington,VT,05201-6003,2
60800,2012,Berea College,Berea,KY,40404-2182,2
50183,2012,Bergen Community College,Paramus,NJ,07652-1595,4
57777,2012,Berklee College of Music,Boston,MA,2215,2
37353,2012,Berks Technical Institute,Wyomissing,PA,19610-1168,6
57764,2012,Berkshire Community College,Pittsfield,MA,01201-5786,4
67788,2012,Berry College,Mount Berry,GA,30149,2
48399,2012,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204,2
48412,2012,Beth Hatalmud Rabbinical College,Brooklyn,NY,11214,2
50157,2012,Beth Medrash Govoha,Lakewood,NJ,08701-2754,2
27342,2012,Bethany College,Bethany,WV,26032,2
61670,2012,Bethany College,Lindsborg,KS,67456-1897,2
54564,2012,Bethany Lutheran College,Mankato,MN,56001,2
66195,2012,Bethany Theological Seminary,Richmond,IN,47374-4019,2
76594,2012,Bethany University,Scotts Valley,CA,95066-2898,2
80019,2012,Bethel University,Saint Paul,MN,55112,2
38633,2012,Biblical Theological Seminary,Hatfield,PA,19440,2
38620,2012,Bidwell Training Center Inc,Pittsburgh,PA,15233,5
28272,2012,Big Bend Community College,Moses Lake,WA,98837-3299,4
76568,2012,Biola University,La Mirada,CA,90639-0001,2
79193,2012,Birmingham Southern College,Birmingham,AL,35254,2
78781,2012,Bishop State Community College,Mobile,AL,36603-5898,4
43181,2012,Bismarck State College,Bismarck,ND,58506-5587,1
80682,2012,Black Hawk College,Moline,IL,61265-5899,4
34634,2012,Black Hills Beauty College,Rapid City,SD,57701,6
34621,2012,Black Hills State University,Spearfish,SD,57799-9500,1
77597,2012,Black River Technical College,Pocahontas,AR,72455,4
66179,2012,Blackburn College,Carlinville,IL,62626,2
51526,2012,Blackfeet Community College,Browning,MT,59417-0819,5
26797,2012,Blackhawk Technical College,Janesville,WI,53547-5009,4
44766,2012,Bladen Community College,Dublin,NC,28332,4
22616,2012,Blades School of Hair Design,California,MD,20619,9
56546,2012,Blessed John XXIII National Seminary,Weston,MA,02493-2699,2
9728,2012,Blessing Hospital School of Medical Laboratory Technology,Quincy,IL,62305-7005,5
66153,2012,Blessing Hospital School of Radiologic Technology,Quincy,IL,62305-7005,5
66166,2012,Blessing Rieman College of Nursing,Quincy,IL,62305-7005,2
32548,2012,Blinn College,Brenham,TX,77833-4098,4
50144,2012,Bloomfield College,Bloomfield,NJ,7003,2
38607,2012,Bloomsburg University of Pennsylvania,Bloomsburg,PA,17815,1
9073,2012,Blue Cliff College-Metairie,Metairie,LA,70002-5714,6
25089,2012,Blue Hills Regional Technical School,Canton,MA,2021,7
53577,2012,Blue Mountain College,Blue Mountain,MS,38610-9509,2
39651,2012,Blue Mountain Community College,Pendleton,OR,97801,4
44753,2012,Blue Ridge Community College,Flat Rock,NC,28731-4728,4
29672,2012,Blue Ridge Community College,Weyers Cave,VA,24486-0080,4
29656,2012,Bluefield College,Bluefield,VA,24605,2
27322,2012,Bluefield State College,Bluefield,WV,24701,1
42670,2012,Bluffton University,Bluffton,OH,45817-2104,2
53337,2012,Board of Trustees-Mississippi State Institutions of Higher Learning,Jackson,MS,39211,0
35437,2012,Bob Jones University,Greenville,SC,29614-0001,3
66561,2012,Boise Bible College,Boise,ID,83714-1220,2
